title,popularity,budget,runtime,vote_average,vote_count,release_year,release_month,Action,Adventure,Comedy,Crime,Drama,Family,Fantasy,Horror,Mystery,Outros,Romance,Science Fiction,Thriller,popularity_per_budget,vote_weighted,runtime_per_budget,vote_popularity_weighted,budget_log,vote_count_log,continent_Africa,continent_America_do_Norte,continent_Asia,continent_Europa,continent_Outros
Cinderella Man,20.253,18.292847383806116,144.0,7.534,7.534762657037537,2005,6,0,0,0,0,1,0,0,0,0,1,1,0,0,1.0497672840661048,56.766901858120804,7.463906033946531,152.586102,2.9597344253456623,2.1441475476626235,False,True,False,False,False
A Perfect World,20.252,17.216707972959764,138.0,7.5,7.242082359256962,1993,11,0,0,0,1,1,0,0,0,0,0,0,0,1,1.1117266648870558,54.31561769442722,7.575463152005418,151.89,2.9023391934519456,2.1092530254967605,False,True,False,False,False
A Night at the Roxbury,20.229,16.648723960844016,81.0,6.6,6.608000625296087,1998,10,0,0,1,0,0,0,0,0,0,1,1,0,0,1.1462018469369604,43.61280412695417,4.58956693864718,133.51139999999998,2.8706634839297305,2.0292004074323717,False,True,False,False,False
Hot Shots! Part Deux,20.228,17.034386422832473,86.0,6.5,7.370230641807081,1993,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1.1216350545971612,47.90649917174603,4.7686679204743845,131.482,2.8922802923091946,2.1246814398931857,False,True,False,False,False
Badlands,20.216,12.611541086966115,94.0,7.5,6.981934677156389,1974,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1.48521022497284,52.364510078672915,6.905904291029232,151.62,2.610918042212423,2.0771808228241233,False,True,False,False,False
The Perfect Storm,20.215,18.603002309079653,130.0,6.4,7.560601162768557,2000,6,1,1,0,0,1,0,0,0,0,0,0,0,1,1.0312195897991037,48.38784744171877,6.63163723343475,129.376,2.975682733540437,2.1471704169830814,False,True,False,False,False
Kidnap,20.21,16.860033043306743,95.0,6.2,7.069874128458572,2017,6,0,0,0,0,1,0,0,0,0,0,0,0,1,1.1315768538050905,43.83321959644315,5.319139095075883,125.302,2.8825654255757986,2.088137884695355,False,True,False,False,False
Grave Encounters,20.204,13.815511557963774,93.0,6.2,7.113956109566034,2011,9,0,0,0,0,0,0,0,1,0,0,0,0,1,1.3637058646915068,44.10652787930942,6.277204782038711,125.26480000000001,2.6956747101603242,2.093585555546805,False,True,False,False,False
EverAfter,20.201,17.073607134447293,121.0,7.4,7.117205503164344,1998,7,0,0,1,0,1,0,0,0,0,0,1,0,0,1.1177071544007402,52.66732072341615,6.694845090960327,149.4874,2.894452704740662,2.0939859450838263,False,True,False,False,False
Peter Rabbit,20.197,17.72753358339242,93.0,6.7,7.343426229147367,2018,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0784655603507074,49.20095573528736,4.965950245710541,135.3199,2.9299948251044747,2.121473950850309,False,True,False,False,False
Ip Man 4: The Finale,20.193,17.76675429577647,107.0,7.2,7.425357887027151,2019,12,1,0,0,0,1,0,0,0,0,1,0,0,0,1.0759985281282505,53.46257678659549,5.701571956109681,145.3896,2.9320869158685765,2.131245954508573,False,False,True,False,False
Paranoia,20.193,17.370858648025116,106.0,5.7,6.633318433280377,2013,8,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0991865098352802,37.80991506969815,5.770007925644515,115.10010000000001,2.910765639997766,2.032522669918176,False,True,False,False,False
Hide and Seek,20.193,17.216707972959764,101.0,6.4,7.236339342754344,2005,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.1084878799162712,46.312571793627804,5.544360712699618,129.23520000000002,2.9023391934519456,2.108555990691001,False,True,False,False,False
Vertical Limit,20.19,18.132998684833918,124.0,6.012,6.790097235513905,2000,12,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0552449374286494,40.82206457990959,6.480949590943662,121.38228,2.9514145241647625,2.052853341898967,False,True,False,False,False
Battle for the Planet of the Apes,20.184,14.346139397261565,93.0,5.7,6.60934924316738,1973,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1.3152493586498846,37.67329068605407,6.060156081769683,115.04880000000001,2.7308639373361103,2.029377654835695,False,True,False,False,False
Jimmy Neutron: Boy Genius,20.182,17.034386422832473,83.0,5.9,6.637258031284457,2001,12,1,1,1,0,0,1,0,0,0,1,0,1,0,1.119084371755977,39.1598223845783,4.602319039527604,119.0738,2.8922802923091946,2.0330386423309563,False,True,False,False,False
The Animatrix,20.178,15.424948670398354,102.0,7.2,7.346010209913293,2003,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1.2284969898484697,52.89127351137571,6.210065069112097,145.2816,2.7988014392758886,2.121783605498746,False,True,False,False,False
Cape Fear,20.175,17.370858648025116,128.0,7.3,7.970740390007095,1991,11,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0982066971686613,58.1864048470518,6.967556740400924,147.2775,2.910765639997766,2.193968213356393,False,True,False,False,False
Bride Wars,20.174,17.216707972959764,89.0,6.2,7.906547232368036,2009,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1.1074448813663573,49.02059284068182,4.885624786438277,125.0788,2.9023391934519456,2.1867866503709097,False,True,False,False,False
The Three Musketeers,20.168,17.216707972959764,105.0,6.4,6.699500340161678,1993,11,1,1,1,0,0,0,0,0,0,0,0,0,0,1.1071155134032264,42.87680217703474,5.763939354786731,129.0752,2.9023391934519456,2.0411554358660395,False,True,False,False,False
The Tigger Movie,20.167,17.216707972959764,77.0,6.5,6.1903154058531475,2000,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1.1070606187427048,40.23705013804546,4.226888860176936,131.08550000000002,2.9023391934519456,1.9727350380661053,False,True,False,False,False
Eat Pray Love,20.167,17.909855136853043,133.0,6.2,7.670428522190693,2010,8,0,0,0,0,1,0,0,0,0,0,1,0,0,1.066480935684004,47.556656837582295,7.03336958625341,125.03540000000001,2.939683221977514,2.1599182154292444,False,True,False,False,False
Felon,20.165,14.88022163978423,103.0,7.2,6.61338421837956,2008,7,1,0,0,1,1,0,0,0,1,0,0,0,0,1.2698185489729719,47.616366372332834,6.486055568768466,145.188,2.765074412886843,2.0299077797724374,False,True,False,False,False
The Keeper of Lost Causes,20.164,15.547166280113759,93.0,7.075,6.555356891810665,2013,10,0,0,0,1,0,0,0,0,1,0,0,0,1,1.2185772269801218,46.379150009560455,5.620297664607783,142.6603,2.806214865417563,2.02225683376326,False,False,False,False,True
Sabrina,20.16,14.621540342208752,113.0,7.5,6.963189985870238,1954,9,0,0,1,0,1,0,0,0,0,0,1,0,0,1.2905257457568713,52.22392489402678,7.233601650323733,151.2,2.7486507530072193,2.074829671570407,False,True,False,False,False
The King of Comedy,20.151,16.759949589762293,109.0,7.794,7.643961949002529,1982,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1.1346315989329174,59.57703943052571,6.137404807884868,157.056894,2.8769458991457104,2.1568610366222862,False,True,False,False,False
A Perfect Getaway,20.149,16.454567959008102,98.0,6.3,6.975413927455952,2009,6,0,1,0,0,0,0,0,0,1,0,0,0,1,1.1543683033186354,43.945107742972496,5.614576094358344,126.9387,2.859601388546752,2.0763635504532605,False,True,False,False,False
The Warriors,20.134,15.201805169084134,94.0,7.7,7.492203042618741,1979,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1.242701031760287,57.68996342816431,5.801822637601419,155.0318,2.7851226662208344,2.1391484534254914,False,True,False,False,False
Ninja,20.13,16.118095750958314,83.0,6.0,5.62040086571715,2009,10,1,0,0,1,1,0,0,0,0,0,0,0,1,1.1759485571795023,33.722405194302894,4.848670156279121,120.78,2.840136135027038,1.890155921849322,False,True,False,False,False
Just a Breath Away,20.129,16.436505817491568,90.0,6.3,6.507277712385012,2018,4,0,0,0,0,1,0,0,0,0,0,0,1,1,1.1544170724737428,40.99584958802557,5.161584605426839,126.8127,2.858566043905559,2.0158729116970755,False,False,False,True,False
Payback,20.126,18.31532023940565,100.0,6.8,7.335633981927201,1999,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1.041970816457936,49.882311077104966,5.177237486127079,136.8568,2.9608985758102415,2.1205395759288836,False,True,False,False,False
While We're Young,20.119,16.118095750958314,97.0,6.0,6.9957661563048505,2015,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1.1753059623395135,41.974596937829105,5.666518134446683,120.714,2.840136135027038,2.078912171126072,False,True,False,False,False
The Covenant,20.116,16.811242881518265,97.0,5.521,6.7661917146603505,2006,9,0,0,0,0,0,0,1,1,0,0,0,0,0,1.1293990056624994,37.3561444566398,5.445998386819569,111.060436,2.879829880465673,2.0497799174148086,False,True,False,False,False
The Man with the Iron Fists,20.116,16.52356082573315,96.0,5.5,6.903747257584598,2012,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1.147940204622104,37.97060991671529,5.478338618200537,110.638,2.8635463083350072,2.0673369834141395,False,True,False,False,False
Run All Night,20.112,17.72753358339242,114.0,6.404,7.8551570058813445,2015,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1.0739267886207569,50.30442546566413,6.0872938495806626,128.797248,2.9299948251044747,2.1810000018377833,False,True,False,False,False
Minuscule: Valley of the Lost Ants,20.105,16.796129244469636,89.0,6.9,5.8971538676367405,2013,11,0,1,0,0,0,1,0,0,0,1,0,0,0,1.1297400532336477,40.690361686693514,5.001087527371034,138.7245,2.878980975474719,1.9311088435575234,False,False,False,True,False
Miss Sloane,20.086,16.380459992348886,133.0,7.4,7.341483852363161,2016,11,0,0,0,0,1,0,0,0,0,0,0,0,1,1.1556656158031564,54.32698050748739,7.652271577308564,148.6364,2.8553465862504646,2.1212411204924,False,True,False,False,False
Shottas,20.075,12.206077645517674,95.0,7.5,5.4116460518550396,2002,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1.5201334218123224,40.587345388912794,7.193657537841625,150.5625,2.5806771513187536,1.8581160323277108,False,True,False,False,False
Compartment No. 6,20.07,14.695967251422825,106.0,7.078,5.666426688112432,2021,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1.2786723926287928,40.106968098459795,6.753327036305532,142.05546,2.753403816392621,1.8970839874548464,False,False,False,True,False
Paranormal Activity: The Ghost Dimension,20.057,16.118095750958314,88.0,5.3,7.117205503164344,2015,10,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1716840641504858,37.721189166771026,5.140758719910393,106.3021,2.840136135027038,2.0939859450838263,False,True,False,False,False
Men in Hope,20.047,13.938357196362793,115.0,7.5,4.912654885736052,2011,8,0,0,1,0,0,0,0,0,0,0,1,0,0,1.3419815670816244,36.844911643020396,7.698302998672459,150.3525,2.7039322135758064,1.777094949793928,False,False,False,True,False
What Ever Happened to Baby Jane?,20.044,13.795308871054397,135.0,7.9,6.917705609835305,1962,10,0,0,0,0,1,0,0,1,0,0,0,0,1,1.354753738140213,54.64987431769891,9.124513802081859,158.3476,2.6943101623530405,2.0691014681285558,False,True,False,False,False
The Return of Godzilla,20.038,15.607270193858982,103.0,7.2,5.37989735354046,1984,12,1,0,0,0,0,0,0,1,0,0,0,1,1,1.2065799957544878,38.73526094549131,6.202102982468921,144.27360000000002,2.809840562969964,1.8531520084405109,False,False,True,False,False
Ferris Bueller's Day Off,20.031,15.607270193858982,103.0,7.6,8.34711636103872,1986,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1.206158493610048,63.438084343894275,6.202102982468921,152.23559999999998,2.809840562969964,2.235067885148177,False,True,False,False,False
"O Brother, Where Art Thou?",20.024,17.073607134447293,107.0,7.3,8.185350223178686,2000,8,0,1,1,1,0,0,0,0,0,0,0,0,0,1.1079138686065255,59.75305662920441,5.920234915146735,146.1752,2.894452704740662,2.2176098478452997,False,True,False,False,False
The Kid,20.019,17.989897843244528,104.0,6.5,6.70196036600254,2000,7,0,0,1,0,0,1,1,0,0,0,0,0,0,1.0541920849311763,43.56274237901651,5.476596075370516,130.12349999999998,2.943907145307067,2.0414748894436863,False,True,False,False,False
Airport '77,20.019,15.607270193858982,114.0,5.6,5.53338948872752,1977,3,1,1,0,0,1,0,0,0,0,0,0,0,1,1.2054359185052943,30.98698113687411,6.864463495159777,112.10639999999998,2.809840562969964,1.8769258727448193,False,True,False,False,False
The Snowman,20.014,17.370858648025116,119.0,5.2,7.604396348796338,2017,10,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0894428172061257,39.54286101374096,6.477650407091484,104.0728,2.910765639997766,2.1522732759879557,False,True,False,False,False
American Psycho II: All American Girl,20.008,16.118095750958314,88.0,4.6,5.786897381366708,2002,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1688215962268993,26.619727954286855,5.140758719910393,92.03679999999999,2.840136135027038,1.9149938977261756,False,True,False,False,False
Road Trip,19.999,16.588099342704055,93.0,6.2,7.38025578842646,2000,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1.1370756788621414,45.75758588824405,5.287666290023459,123.9938,2.8672224996255626,2.125878437706729,False,True,False,False,False
Videodrome,19.997,15.599238023505803,88.0,7.3,7.581209826196346,1983,2,0,0,0,0,0,0,0,1,1,0,0,1,0,1.2046938523131423,55.342831731233325,5.301448167402937,145.97809999999998,2.809356792110514,2.1495749089437357,False,True,False,False,False
After Porn Ends 3,19.997,13.122365377402328,86.0,5.4,4.584967478670572,2018,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1.4159809256881197,24.758824384821093,6.089631425172691,107.9838,2.6477597376813042,1.7200786095266942,False,True,False,False,False
Pete's Dragon,19.982,17.989897843244528,103.0,6.4,7.59890045687141,2016,8,0,1,0,0,0,1,1,0,0,0,0,0,0,1.052243680558208,48.632962923977026,5.423936497722722,127.8848,2.943907145307067,2.1516343412333,False,True,False,False,False
The Ghost and the Darkness,19.98,17.72753358339242,109.0,6.8,6.733401891837359,1996,10,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0668783431107163,45.78713286449404,5.820307277230634,135.864,2.9299948251044747,2.0455488552886543,False,True,False,False,False
Tunnel,19.977,13.815511557963774,126.0,7.3,6.208590026096629,2016,8,1,0,0,0,1,0,0,0,0,0,0,0,1,1.3483840852772833,45.32270719050539,8.504600027278254,145.8321,2.6956747101603242,1.9752733740725503,False,False,True,False,False
Mortal Kombat,19.967,16.705882371415992,101.0,5.8,7.564757012905729,1995,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1.1277043177601986,43.87559067485323,5.704318930925029,115.80859999999998,2.8738969217360877,2.1476557616019933,False,True,False,False,False
The Sisters Brothers,19.965,17.453096744006448,121.0,6.824,7.497207223203318,2018,9,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0819322240037905,51.16094209113944,6.557164993962366,136.24116,2.9152322016057073,2.1397375475318787,False,True,False,False,False
Are We There Yet?,19.961,17.281246492014,95.0,5.605,6.741700694652055,2005,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1.0918839702051928,37.78723239352477,5.196582193752484,111.881405,2.905875752542279,2.0466213914561977,False,True,False,False,False
The Young and Prodigious T.S. Spivet,19.96,17.312018149733785,105.0,6.774,6.466144724237619,2013,10,0,1,0,0,1,1,0,0,0,0,0,0,0,1.089994550944139,43.80166436198563,5.733939270998727,135.20904000000002,2.9075575737885786,2.0103787647456652,False,True,False,False,False
Beastly,19.958,16.648723960844016,86.0,6.319,7.853604813097837,2011,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1.130846629154573,49.62692881396523,4.87287353979824,126.11460199999999,2.8706634839297305,2.180824699600015,False,True,False,False,False
Airport,19.952,16.118095750958314,137.0,6.4,5.799092654460526,1970,5,1,0,0,0,1,0,0,0,0,0,0,0,1,1.1655502043142292,37.114192988547366,8.00322664349686,127.69280000000002,2.840136135027038,1.916789170111494,False,True,False,False,False
The Time Machine,19.941,13.527829818844937,103.0,7.364,6.511745329644728,1960,5,0,1,0,0,0,0,1,0,0,0,1,1,1,1.372606937763912,47.95249260750378,7.0898407597253374,146.84552399999998,2.676066107779104,2.0164678395268,False,True,False,False,False
The Wild Thornberrys Movie,19.937,17.370858648025116,85.0,6.5,5.424950017481403,2002,12,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0852513963544783,35.26217511362912,4.626893147922488,129.59050000000002,2.910765639997766,1.8601888513706977,False,True,False,False,False
Goal! II: Living the Dream,19.933,16.118095750958314,115.0,6.0,6.340359303727752,2007,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1.1644402677724301,38.04215582236651,6.718036963519263,119.598,2.840136135027038,1.993387792889887,False,True,False,False,False
6 Days,19.925,14.220976332738882,95.0,6.0,6.523562306149512,2017,7,1,0,0,0,1,0,0,0,0,1,0,0,1,1.3090487472307022,39.141373836897074,6.241386749657049,119.55000000000001,2.722674498387897,2.0180397367202874,False,True,False,False,False
Labyrinth,19.918,17.034386422832473,102.0,7.256,7.675081857716334,1986,6,0,1,0,0,0,1,1,0,0,0,0,0,0,1.1044456702326604,55.69039395958972,5.655861952190549,144.52500799999999,2.8922802923091946,2.160454761836396,False,True,False,False,False
K-19: The Widowmaker,19.914,18.420680753952364,138.0,6.5,6.728628613084702,2002,7,0,0,0,0,1,0,0,0,1,1,0,0,1,1.0254017483886213,43.736085985050565,7.105827120499635,129.441,2.966338516520284,2.044931435874979,False,True,False,False,False
Searching,19.913,13.815511557963774,102.0,7.604,8.115819701211327,2018,8,0,0,0,0,1,0,0,0,1,0,0,0,1,1.3440642884380307,61.71269300801093,6.8846762125585865,151.418452,2.6956747101603242,2.2100113329091404,False,True,False,False,False
Bruised,19.9,16.213405921671733,129.0,6.9,5.942799375126701,2021,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1.1560756825554108,41.00531568837424,7.494158947218493,137.31,2.845688494284694,1.9377050613615177,False,True,False,False,False
Citizen Kane,19.9,13.640833308858063,119.0,8.022,8.471358655072438,1941,4,0,0,0,0,1,0,0,0,1,0,0,0,0,1.3592122511196143,67.9572391309911,8.127952657448951,159.6378,2.6838144269172495,2.248272366291868,False,True,False,False,False
Eight Below,19.899,17.50439003707821,120.0,7.0,7.328437352895162,2006,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1.0753664379170207,51.29906147026613,6.484947612947509,139.293,2.918008003234778,2.1196758458913854,False,True,False,False,False
Harold & Kumar Go to White Castle,19.883,16.012735246411598,88.0,6.5,7.480428306074208,2004,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1.168712715034686,48.62278398948235,5.17259563059158,129.2395,2.8339621957386507,2.137760956320106,False,True,False,False,False
The War with Grandpa,19.875,16.705882371415992,98.0,6.5,6.656726524178391,2020,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1.1225083044765838,43.268722407159544,5.5348837151549795,129.1875,2.8738969217360877,2.0355845457008663,False,True,False,False,False
Slender Man,19.875,16.118095750958314,93.0,4.4,7.463936604468925,2018,8,0,0,0,0,0,0,0,1,1,0,0,0,1,1.1610520404343074,32.84132105966327,5.4328472835416655,87.45,2.840136135027038,2.135814385067681,False,True,False,False,False
The Green Knight,19.867,16.52356082573315,130.0,6.568,7.275864600546533,2021,7,0,1,0,0,1,0,1,0,0,0,0,0,0,1.1337307638311467,47.787878696389626,7.418583545479894,130.486456,2.8635463083350072,2.1133433992548434,False,True,False,False,False
I.T.,19.867,16.380459992348886,96.0,5.4,6.295266001439646,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1430652588450319,33.994436407774096,5.523444146027234,107.28180000000002,2.8553465862504646,1.9872256448383663,False,True,False,False,False
The Woman in Black,19.859,16.648723960844016,95.0,6.1,8.061486866871327,2012,2,0,0,0,0,1,0,0,1,0,0,0,0,1,1.1252371584517822,49.17506988791509,5.382825421870149,121.1399,2.8706634839297305,2.204033219930973,False,True,False,False,False
Run Hide Fight,19.848,14.508658238524095,109.0,6.8,5.293304824724492,2021,6,1,0,0,1,0,0,0,0,0,0,0,0,1,1.2798012371371248,35.994472808126545,7.028332066099688,134.9664,2.7413984640023243,1.8394863420693595,False,True,False,False,False
Behind Enemy Lines,19.823,17.50439003707821,106.0,6.3,7.0967213784947605,2001,11,1,0,0,0,1,0,0,0,0,1,0,0,1,1.0712593044288206,44.70934468451699,5.728370391436966,124.8849,2.918008003234778,2.091459211650612,False,True,False,False,False
Aftermath,19.822,16.166885910365842,92.0,5.7,6.655440350367647,2017,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1.154664864874003,37.93600999709559,5.35915485664455,112.9854,2.842982290397648,2.0354165519969962,False,True,False,False,False
Gothika,19.819,17.50439003707821,98.0,6.1,7.592870287844818,2003,11,0,0,0,0,0,0,0,1,0,0,0,0,1,1.071043139508389,46.316508755853384,5.296040550573799,120.89589999999998,2.918008003234778,2.150932823121706,False,True,False,False,False
